movie_id,tmdb_id,found,overview,has_poster,emb_idx,clean_title,genres,year
533,8850.0,True,"Based on the 1930s comic strip, The Shadow is put up against his archenemy Shiwan Khan, who plans to take over the world by holding a city to ransom using an atom bomb. Using his powers of invisibility and ""the power to cloud men's minds"", The Shadow comes blazing to the rescue with explosive results.",True,529,"Shadow, The",Action,1994
534,10445.0,True,"C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham.",True,530,Shadowlands,Drama|Romance,1993
535,695.0,True,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",True,531,Short Cuts,Drama,1993
536,43535.0,True,"When Michael McCann is thrown over by the woman he loves, he becomes something of a misanthrope and a miser, spending all of his spare money on collectible gold coins. Living in the same town is an affluent family with two sons: John and Tanny. Tanny's a wild boy, whom John cannot control, and one night he breaks into McCann's house, and steals the gold and disappears, which nearly confirms McCann's distrust of mankind. But then, a mysterious young woman dies in the snow outside McCann's house, and her small daughter makes her way to McCann's house and into McCann's life and heart.",True,532,"Simple Twist of Fate, A",Drama,1994
537,12519.0,True,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",True,533,Sirens,Comedy|Drama,1994
538,23210.0,True,"The story of a young, gay, black, con artist who, posing as the son of Sidney Poitier, cunningly maneuvers his way into the lives of a white, upper-class New York family.",True,534,Six Degrees of Separation,Drama,1993
539,858.0,True,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Across the country, an engaged woman becomes convinced that they belong together, despite their never having met. Will their paths collide despite the odds?",True,535,Sleepless in Seattle,Comedy|Romance,1993
540,867.0,True,"A woman moves into a Manhattan apartment, where she learns that the previous tenant's life ended under mysterious circumstances.",True,536,Sliver,Thriller,1993
541,78.0,True,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",True,537,Blade Runner,Film-Noir|Sci-Fi,1982
542,13203.0,True,"Country girl Rebecca has spent most of her life on a farm in South Dakota, and, when she goes away to college in Los Angeles, Rebecca immediately feels out of place in the daunting urban setting. She is befriended by a savvy party animal named Crawl, who convinces the ambivalent Rebecca to stay in the city. When Thanksgiving break rolls around, Rebecca, no longer an innocent farm girl, invites Crawl back to South Dakota, where he pretends to be her fiancé.",True,538,Son in Law,Comedy,1993
543,10442.0,True,"Just after a bad breakup, Charlie MacKenzie falls for lovely butcher Harriet Michaels and introduces her to his parents. But, as voracious consumers of sensational tabloids, his parents soon come to suspect that Harriet is actually a notorious serial killer -- ""Mrs. X"" -- wanted in connection with a string of bizarre honeymoon killings. Thinking his parents foolish, Charlie proposes to Harriet. But while on his honeymoon with her, he begins to fear they were right.",True,539,So I Married an Axe Murderer,Comedy|Romance|Thriller,1993
544,11074.0,True,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",True,540,Striking Distance,Action,1993
545,39349.0,True,"In the Harlem neighborhood of New York City, the Mafia steps in when a drug dealer quits his partner and brother to lead a straight life with his girlfriend.",True,541,Harlem,Drama,1993
546,9607.0,True,"Mario and Luigi, plumbers from Brooklyn, find themselves in an alternate universe where evolved dinosaurs live in hi-tech squalor. They're the only hope to save our universe from invasion by the dino dictator, Koopa.",True,542,Super Mario Bros.,Action|Adventure|Children's|Sci-Fi,1993
547,17585.0,True,"A homeless man is hired as a survival guide for a group of wealthy businessmen on a hunting trip in the mountains, unaware that they are killers who hunt humans for sport, and that he is their new prey.",True,543,Surviving the Game,Action|Adventure|Thriller,1994
548,9057.0,True,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,True,544,Terminal Velocity,Action,1994
549,20967.0,True,"A collection of vignettes highlighting different aspects of the life, work, and character of the acclaimed Canadian classical pianist.",True,545,Thirty-Two Short Films About Glenn Gould,Documentary,1993
550,10635.0,True,"At a sizable public college, high-minded student Eddy is forced to room with the slovenly Stuart, but the pair strike up a surprising friendship. When attractive co-ed Alex is assigned to live with the two male students because of her gender-neutral name, a roundabout love triangle ensues. Eddy secretly yearns for Stuart, who wants Alex, but she prefers Eddy. The complex situation leads to sexual experimentation and strained relationships.",True,546,Threesome,Comedy|Romance,1994
551,9479.0,True,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",True,547,"Nightmare Before Christmas, The",Children's|Comedy|Musical,1993
552,10057.0,True,"D'Artagnan travels to Paris hoping to become a musketeer, one of the French king's elite bodyguards, only to discover that the corps has been disbanded by conniving Cardinal Richelieu, who secretly hopes to usurp the throne. Fortunately, Athos, Porthos and Aramis have refused to lay down their weapons and continue to protect their king. D'Artagnan joins with the rogues to expose Richelieu's plot against the crown.",True,548,"Three Musketeers, The",Action|Adventure|Comedy,1993
553,11969.0,True,"Legendary marshal Wyatt Earp, now a weary gunfighter, joins his brothers Morgan and Virgil to pursue their collective fortune in the thriving mining town of Tombstone. But Earp is forced to don a badge again and get help from his notorious pal Doc Holliday when a gang of renegade brigands and rustlers begins terrorizing the town.",True,549,Tombstone,Western,1993
554,41590.0,True,"Valerie is a juror in the trial of a mob boss. When her young son's life is threatened, she has no option other than to see that justice isn't done.",True,550,Trial by Jury,Thriller,1994
555,319.0,True,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",True,551,True Romance,Action|Crime|Romance,1993
556,26408.0,True,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos.",True,552,"War Room, The",Documentary,1993
557,47796.0,True,"After years spent working as a prostitute in her Italian village, middle-aged Mamma Roma has saved enough money to buy herself a fruit stand so that she can have a respectable middle-class life and reestablish contact with the 16-year-old son she abandoned when he was an infant. But her former pimp threatens to expose her sordid past, and her troubled son seems destined to fall into a life of crime and violence.",True,553,Mamma Roma,Drama,1962
558,15139.0,True,"Rich knows a lot about accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While in an old library, he is mystically transported into the unknown world of books, and he has to try and get home again.",True,554,"Pagemaster, The",Action|Adventure|Animation|Children's|Fantasy,1994
559,161158.0,True,A writer has torrid fantasy affairs with young men.,True,555,"Paris, France",Comedy,1993
560,218473.0,True,"The Beans are poor, proud, hated by all, but alive in the sense that they struggle against their lot and support each other in time of trouble. Earlene lives across the street from the Bean's trailer, and the view from her window is better than any daytime television soap opera; especially Beal Bean, and especially Beal Bean shirtless. When Reuben Bean is sent to prison for resisting arrest for out-of-season deer hunting, Beal takes up with Reuben's woman Roberta. He also has a child by Earlene, with a triangle of sex complicated by poverty.",True,556,"Beans of Egypt, Maine, The",Drama,1994
561,85247.0,True,"Cynical hit man Mick is tiring of his job and asks his boss George for time off. However, George gives him the assignment of his life, prompting Mick's soul-searching to reach new heights. Mick is asked to kill sultry Fiona, who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her.",True,557,Killer (Bulletproof Heart),Thriller,1994
562,11446.0,True,An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.,True,558,Welcome to the Dollhouse,Comedy|Drama,1995
563,51980.0,True,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them.",True,559,Germinal,Drama,1993
564,24405.0,True,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",True,560,Chasers,Comedy,1994
565,11655.0,True,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",True,561,Cronos,Horror,1992
566,11800.0,True,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne,  and to whom you can turn to for help while facing life. From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",True,562,Naked in New York,Comedy|Romance,1994
567,8223.0,True,"When American author Nicholas brings in a cosmetologist named Kika to prepare the corpse of his recently deceased son, she inadvertently revives the young man, then falls in love with him. Forces conspire against the couple, though, as Nicholas wants Kika for himself.",True,563,Kika,Drama,1993
568,14587.0,True,A group of South Asian women try but cannot escape their problems on a day trip to a British beach resort.,True,564,Bhaji on the Beach,Comedy|Drama,1993
569,31504.0,True,"When the owner of the Minnesota Twins passes away, he bequeaths the team to his preteen grandson. The newly minted head honcho quickly appoints himself manager, causing unrest in an organization that struggles to take orders from a 12-year-old.",True,565,Little Big League,Children's|Comedy,1994
570,41653.0,True,"Stockholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",True,566,"Slingshot, The (Kådisbellan )",Comedy|Drama,1993
571,53185.0,True,"Diana and Deric have an ideal marriage: they thrive in each other's company, they're funny, and they enjoy their two grown children and Deric's dotty mother; the trouble is, Diana can no longer walk and her malady defies medical diagnosis. To care for Diana, Deric is letting his business slide, but at a civic luncheon, he is seated next to Aileen Armitage, a novelist who is blind. They have a nice time, and on the sly, Diana contacts Aileen to made an odd request. Diana's declining health and her resolve bring this triangle of unlikely friends to a surprising place.",True,567,"Wedding Gift, The",Drama,1994
572,95743.0,True,A French football playing exchange student falls in love.,True,568,Foreign Student,Drama,1994
573,,False,,False,569,"Ciao, Professore! (Io speriamo che me la cavo )",Drama,1993
574,17600.0,True,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",True,570,Spanking the Monkey,Comedy|Drama,1994
575,10897.0,True,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.",True,571,"Little Rascals, The",Children's|Comedy,1994
576,349394.0,True,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier.",True,572,Fausto,Comedy,1993
577,21352.0,True,"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",True,573,Andre,Adventure|Children's,1994
578,70912.0,True,"In medieval France, young lawyer Richard Courtois leaves Paris for the simpler life in the country. However, he is soon drawn into amorous and political intrigues. At the same time, he is pushed to defend a pig, owned by the mysterious gypsy Samira. The pig has been arrested for the murder of a young boy.",True,574,"Hour of the Pig, The",Drama|Mystery,1993
579,68806.0,True,"The film shows the difficulties of an honest, imperiled judge and his bodyguard of four men, trying to clean up a Sicilian town. Corrupt local politicians, working hand-in-hand with the Mafia, will stop at nothing to prevent exposure of their rackets.",True,575,"Scorta, La",Thriller,1993
580,37345.0,True,"Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However, the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess?",True,576,Princess Caraboo,Drama,1994
581,32562.0,True,"Exuberant, eye-opening movie that serves up a dazzling hundred-year history of the role of gay men and lesbians have had on the silver screen. Film contains fabulous footage from 120 films showing the changing face of cinema sexuality, from cruel stereotypes to covert love to the activist triumphs of the 1990s.",True,577,"Celluloid Closet, The",Documentary,1995
582,47507.0,True,"Lola is pregnant, and she isn’t sure who the father is: Félix, a Jewish delivery boy, or Jamal, a black law student.",True,578,Metisse (Café au Lait),Comedy,1993
583,25403.0,True,"Nanni Moretti recounts in his diary three slice-of-life stories marked by a dry, ironic gaze: in the first, he rides his Vespa through a deserted, sun-drenched summertime Rome; in the second, he visits a reclusive writer friend on an island, who ropes him into an impromptu journey between islets in search of quiet; and in the last, he finds himself grappling with an unknown illness.",True,579,Dear Diary (Caro Diario),Comedy|Drama,1994
584,124304.0,True,"In an Argentine village in the 1930s, the willful Leonor discovers that her beloved daughter, Charlotte, has dwarfism. Attempting to let her have as normal a childhood as possible, Leonor never discusses Charlotte's lack of stature, nor lets anyone else in the village ever mention it. As Charlotte grows up into a smart and self-possessed young woman, local eccentric Ludovico, who collects miniatures, becomes smitten with her.",True,580,I Don't Want to Talk About It (De eso no se habla),Drama,1993
585,9066.0,True,"The original '70s TV family is now placed in the 1990s, where they're even more square and out of place than ever.",True,581,"Brady Bunch Movie, The",Comedy,1995
586,771.0,True,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. When thieves try to break into his home, he puts up a fight like no other.",True,582,Home Alone,Children's|Comedy,1990
587,251.0,True,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic.",True,583,Ghost,Comedy|Romance|Thriller,1990
588,812.0,True,"In the boorish city of Agrabah, kind-hearted street urchin Aladdin and Princess Jasmine fall in love, although she can only marry a prince. He and power-hungry Grand Vizier Jafar vie for a magic lamp that can fulfill their wishes.",True,584,Aladdin,Animation|Children's|Comedy|Musical,1992
589,280.0,True,"Ten years after the events of the original, a reprogrammed T-800 is sent back in time to protect young John Connor from the shape-shifting T-1000. Together with his mother Sarah, he fights to stop Skynet from triggering a nuclear apocalypse.",True,585,Terminator 2: Judgment Day,Action|Sci-Fi|Thriller,1991
590,581.0,True,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",True,586,Dances with Wolves,Adventure|Drama|Western,1990
591,80350.0,True,A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.,True,587,Tough and Deadly,Action|Drama|Thriller,1995
592,268.0,True,"Having witnessed his parents' brutal murder as a child, millionaire philanthropist Bruce Wayne fights crime in Gotham City disguised as Batman, a costumed hero who strikes fear into the hearts of villains. But when a deformed madman known as 'The Joker' seizes control of Gotham's criminal underworld, Batman must face his most ruthless nemesis ever while protecting both his identity and his love interest, reporter Vicki Vale.",True,588,Batman,Action|Adventure|Crime|Drama,1989
593,274.0,True,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",True,589,"Silence of the Lambs, The",Drama|Thriller,1991
594,408.0,True,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",True,590,Snow White and the Seven Dwarfs,Animation|Children's|Musical,1937
595,10020.0,True,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",True,591,Beauty and the Beast,Animation|Children's|Musical,1991
596,10895.0,True,"When the gentle woodcarver Geppetto builds a marionette to be his substitute son, a benevolent fairy brings the toy to life. The puppet, named Pinocchio, is not yet a human boy. He must earn the right to be real by proving that he is brave, truthful, and unselfish.",True,592,Pinocchio,Animation|Children's,1940
597,114.0,True,"Vivian is a carefree, streetwise diamond in the rough when she meets sophisticated billionaire Edward in a chance encounter that turns into a week-long business arrangement. But Vivian's energetic spirit challenges Edward's no-nonsense approach to life, and soon they are teaching each other – and falling in love!",True,593,Pretty Woman,Comedy|Romance,1990
598,41043.0,True,"Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Victor Mikhalkov). The room's previous inhabitant, an old lady, has died a year ago, and yet her cat, Maxi, is still in the locked room, healthy and fat. Soon, Nikolai and his neighbours discover the mystery: there is a window to Paris in the room. That's when the comedy begins - will the Russians be able to cope with the temptation to profit from the discovery?",True,594,Window to Paris,Comedy,1994
599,576.0,True,"An aging group of outlaws look for one last big score as the ""traditional"" American West is disappearing around them.",True,595,"Wild Bunch, The",Western,1969
600,15477.0,True,"Small-time criminal Watty Watts attempts to rob a convenience store with his drug-addict buddy, Billy Mack Black. The robbery, however, leads to murder, and soon Watty leaves Billy behind and goes on the run with his beloved girlfriend, Starlene. Heading toward Mexico, the fugitive couple gets plenty of media coverage, until there are even more people on their trail. Can Watty and Starlene make it south of the border without getting caught?",True,596,Love and a .45,Thriller,1994
601,59146.0,True,"After her groom is killed in a bandit ambush, a young peasant bride must move into the home of her wealthy mother-in-law, Madame Liu. In a perverse tribute to her fallen son, Madame Liu imposes on her new daughter-in-law a life of domestic servitude. In the midst of her misery, the young widow finds new romance with another peasant, the gentle and brave Kui. But when Madame Liu discovers her infidelity, she vows to keep the lovers apart.",True,597,"Wooden Man's Bride, The (Wu Kui)",Drama,1994
602,124472.0,True,"Art Kane, now deceased, coordinated a group photograph of all the top jazz musicians in NYC in the year 1958, for a piece in Esquire magazine. Just about every jazz musician at the time showed up for the photo shoot which took place in front of a brownstone near the 125th street station. The documentary compiles interviews of many of the musicians in the photograph to talk about the day of the photograph, and it shows film footage taken that day by Milt Hinton and his wife.",True,598,"Great Day in Harlem, A",Documentary,1994
603,30528.0,True,"With varying degrees of success, recently divorced friends Dave, Vic and Donny are trying to move on with their lives. Vic feels vilified by his ex-wife's parents, while Donny has a shaky bond with his teen daughter, Emma. Dave, meanwhile, has an enviable problem -- he has more dates than he can handle. As they confront their post-marital challenges, the men take solace in one another's plights.",True,599,"Bye Bye, Love",Comedy,1995
604,794317.0,True,,True,600,Criminals,Documentary,1996
605,7300.0,True,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",True,601,One Fine Day,Drama|Romance,1996
606,10824.0,True,"Annie, a young schoolteacher struggling to solve the brutal murder of her father, unwittingly summons the ""Candyman"" to New Orleans, where she learns the secret of his power, and discovers the link that connects them.",True,602,Candyman: Farewell to the Flesh,Horror,1995
607,261246.0,True,Turn-of-the-century love story centered around a young doctor and the emergence of modern science.,True,603,Century,Drama,1993
608,275.0,True,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",True,604,Fargo,Crime|Drama|Thriller,1996
609,25059.0,True,"When the pets accidentally get separated from their vacationing owners, Chance, Shadow, and Sassy navigate the mean streets of San Francisco, trying to find their home across the Golden Gate Bridge. But the road is blocked by a series of hazards, both man and beast.",True,605,Homeward Bound II: Lost in San Francisco,Adventure|Children's,1996
610,11827.0,True,"The embodiment of ultimate evil, a glowing orb terrorizes a young girl with bizarre stories of dark fantasy, eroticism and horror.",True,606,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,1981
611,8766.0,True,Three generations of the same family deal with the consequences of unleashing the forces of hell.,True,607,Hellraiser: Bloodline,Action|Horror|Sci-Fi,1996
612,23570.0,True,"Aspiring architect Tom Thompson is told by mysterious Ruth Abernathy that his best friend, ""Bill,"" has taken his own life. Except that Tom has never met Bill and neither have his incredulous friends. So when Tom foolishly agrees to give the eulogy at Bill's funeral, it sets him on a collision course with Ruth -- who is revealed to be Bill's oversexed mother -- and Julie DeMarco, the longtime crush Tom hasn't seen since they were teens.",True,608,"Pallbearer, The",Comedy,1996
613,47333.0,True,"After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meets the dark, cold, and abrupt master of the house, Edward Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Rochester's terrible secret be about to destroy it forever?",True,609,Jane Eyre,Drama|Romance,1996
614,54850.0,True,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking.",True,610,Loaded,Drama|Thriller,1994
615,,False,,False,611,Bread and Chocolate (Pane e cioccolata),Drama,1973
616,10112.0,True,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children—Bonfamille’s beloved family of cats—the butler plots to steal the money and kidnaps the legatees, leaving them out on a country road. All seems lost until the wily Thomas O’Malley Cat and his jazz-playing alley cats come to the aristocats’ rescue.",True,612,"Aristocats, The",Animation|Children's,1970
617,4307.0,True,"Middle-aged romance author Leo writes under a pseudonym, since she despises her own work. At home, her husband, who works overseas, is distant both physically and emotionally. As she reevaluates her life and writing, Leo is led to an unexpected relationship with Ángel, a sensitive newspaper editor.",True,613,"Flower of My Secret, The (La Flor de Mi Secreto)",Drama,1995
618,46029.0,True,"A struggling Miami art gallerist incurs the wrath of a mobster when he becomes accidentally engaged to his flighty ex-wife, but he falls in love with the woman's sister, so he invents a twin brother and plays both parts to satisfy the women.",True,614,Two Much,Comedy|Romance,1996
619,32308.0,True,"Jack Cooper could be a world-class baseball pitcher if he didn't keep buckling under the pressure. He tries to keep his spirits up after he's traded to a minor league team but loses all hope when he discovers that Ed, one of his teammates, is a chimp. Ed used to be the team mascot, but was promoted to third base when the owners realized he had a talent for baseball. As Jack struggles to get used to his new surroundings, Ed helps him regain his confidence on and off the field.",True,615,Ed,Comedy,1996
620,88893.0,True,"A meeting of two world famous climbers, one an experienced mountaineer the other a sport climber, and a journalist (Ivan) results in a bet on which of the two is the best climber. Roger (the mountaineering expert) states that Martin (the sport climber) wouldn't survive a day on a 'real' climbing expedition, although he is considered to be the world's best sport climber (having just won an indoor 'world championship,' an event depicted in the opening scene). They plan to climb 'Cerro Torre,' in the Patagonia region of South America, near the Argentinian/Chilean border, one of the world's most difficult mountains, especially considering the extreme weather conditions common to the area.",True,616,Scream of Stone (Schrei aus Stein),Drama,1991
621,52873.0,True,"Elderly woman Berthe leaves her house to live with her daughter Emilie. Emilie and her brother Antoine had a falling out three years ago and have not seen each other since, but Emilie invites him for Christmas. Memories will resurface and impact both Berthe's destiny and the strange relationship between Emilie and Antoine.",True,617,My Favorite Season,Drama,1993
623,123505.0,True,"A Modern Affair is an independent feature directed by Vern Oakley and produced by Tribe Pictures. Starring Stanley Tucci and Lisa Eichhorn, the film's plot reverses the conventions of romantic comedies: instead of man meet woman - fall in love, marry and have baby, in this film the woman gets pregnant, then meets the father, then falls in love. Grace Rhodes (Lisa Eichhorn) is a lonely, successful executive whose biological clock is loudly ticking.",True,618,"Modern Affair, A",Romance,1995
624,340210.0,True,Prison guard falls in love with inmate. She wants him to let her escape.,True,619,Condition Red,Action|Drama|Thriller,1995
625,44281.0,True,"Twelve-year-old Noura dangles uncertainly in that difficult netherworld between childhood and adulthood. His growing libido has gotten him banned from the women's baths, where his mother took him when he was younger, but he's not yet old enough to participate in grown-up discussions with the men of his Tunisian village. Noura's only real friend is a troublemaker named Salih -- the village political outcast.",True,620,Asfour Stah,Drama,1990
626,28121.0,True,"Nightclub manager Darnell Wright is a perpetual playboy who is almost as devoted to his job as he is to the pursuit of beautiful women. After he sets his sights on the ultra-classy Brandi Web, he launches an all-out assault to win her heart. Ultimately, charm, lust and passion prevail, but Darnell learns the hard way that when you play, you pay. Brandi is much harder to get rid of than she was to get--especially when she realizes that she has a rival vying for Darnell's affection. When he finally decides to call it quits, Brandi becomes an obsessed femme fatale stalking the new love of her life.",True,621,"Thin Line Between Love and Hate, A",Comedy,1996
627,12520.0,True,A group of idealistic but frustrated liberals succumb to the temptation of murdering right-wing pundits for their political beliefs.,True,622,"Last Supper, The",Drama|Thriller,1995
628,1592.0,True,"Defense attorney Martin Vail takes on jobs for money and prestige rather than any sense of the greater good. His latest case involves an altar boy, accused of brutally murdering the archbishop of Chicago. Vail finds himself up against his ex-pupil and ex-lover, but as the case progresses and the Church's dark secrets are revealed, Vail finds that what appeared a simple case takes on a darker, more dangerous aspect.",True,623,Primal Fear,Drama|Thriller,1996
629,166901.0,True,"This is the Easter weekend. In an inner city project, three people struggle against their demons and try to find redemption. They are Maxine, a window dresser depressed since she had an abortion and lost her lover ; Jordan, a boxer who has indulged in gay-bashing ; and 'The General', a drug dealer turned artist.",True,624,Rude,Drama,1995
630,36447.0,True,"Based on Jim Harrison's book, ""Farmer"". 47-year-old Joseph Svenden lives on the family farm with his dying mother and teaches at a two room schoolhouse with Rosealee, his lover and his best friend's widow. Joseph, who lacks a college degree, learns that he will lose his teaching job at the end of the year when the school district expands into his town. Meanwhile, he is seduced by 17-year-old Catherine, a new student in his class. His affair with Catherine and losing his teaching job forces Joseph to take a look at his previously dull life and to decide how he wants to live the rest of it.",True,625,Carried Away,Drama|Romance,1996
631,19042.0,True,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",True,626,All Dogs Go to Heaven 2,Animation|Children's|Musical,1996
632,38884.0,True,"David Carr is a British Communist who is unemployed. In 1936, when the Spanish Civil War begins, he decides to fight for the Republican side, a coalition of liberals, communists and anarchists, so he joins the POUM militia and witnesses firsthand the betrayal of the Spanish revolution by Stalin's followers and Moscow's orders.",True,627,Land and Freedom (Tierra y libertad),War,1995
633,47449.0,True,"A group of friends in New York, working away at their PCs and laptops, keep in touch exclusively by phone and fax. They are all too busy to meet face to face. Gale plays matchmaker, by phone, to Jerry and Barbara who, in turn, hit it off beautifully – via phone and fax. Martin gets a telephone call from someone he's never met. It's Denise, with some extraordinary news. Tapping away at his computer all the while, he develops a sort of friendship with Denise – via phone. And so it goes as the friends, tap, tap, tapping away, share news, hopes, and dreams – via phone and fax. Finally Gale has an unfortunate encounter with a phone, Denise has some more news for Martin, and Frank plans a gala New Year's Eve party, but will he answer the door?",True,628,Denise Calls Up,Comedy,1995
634,36259.0,True,"In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.",True,629,Theodore Rex,Comedy,1995
